producto,marca,formato,cantidad,precio,supermercado,categoría,id_producto
Taquitos de salmón ahumado,Hacendado,Paquete,100 g,3.8,Mercadona,Marisco y pescado,270
Whisky,Dyc,Botella,1 l,15.25,Dia,Bebidas con alcohol,271
Ron añejo,Barceló,Botella,70 cl,15.45,Dia,Bebidas con alcohol,272
Whisky,Ballantines,Botella,70 cl,12.95,Dia,Bebidas con alcohol,273
Ron añejo,Brugal,Botella,70 cl,15.7,Dia,Bebidas con alcohol,274
Whisky,J&b,Botella,70 cl,13.49,Dia,Bebidas con alcohol,275
Ron añejo,Velero,Botella,70 cl,5.95,Dia,Bebidas con alcohol,276
Ron añejo,Negrita,Botella,50 cl,6.99,Dia,Bebidas con alcohol,277
Whisky,Burned barrel,Botella,70 cl,5.99,Dia,Bebidas con alcohol,278
Whisky red label,Johnnie Walker,Botella,70 cl,15.99,Dia,Bebidas con alcohol,279
Whisky escocés,Douregal,Botella,  70 cl,6.0,Dia,Bebidas con alcohol,280
Ron dominicano viejo,Velero,Botella,70 cl,8.69,Dia,Bebidas con alcohol,281
Whisky black label,Johnnie Walker,Botella,70 cl,29.99,Dia,Bebidas con alcohol,282
Whisky white label,Dewars,Botella,70 cl,13.49,Dia,Bebidas con alcohol,283
Whisky tenessee,Jack Daniel's,Botella,70 cl,23.25,Dia,Bebidas con alcohol,284
Ron blanco superior,Bacardi,Botella,70 cl,13.99,Dia,Bebidas con alcohol,285
Ron de coco,Malibú,Botella,70 cl,12.59,Dia,Bebidas con alcohol,286
Ron añejo,Cacique,Botella,70 cl,14.49,Dia,Bebidas con alcohol,287
Whisky,Dyc,Botella,  70 cl,14.09,Dia,Bebidas con alcohol,288
Whisky,William Lawson's,Botella,70 cl,9.99,Dia,Bebidas con alcohol,289
Ron blanco,Velero,Botella,70 cl,5.25,Dia,Bebidas con alcohol,290
Whisky bourbon,Jim Beam,Botella,70 cl,15.45,Dia,Bebidas con alcohol,291
Whisky,The singleton,Botella,  70 cl,29.99,Dia,Bebidas con alcohol,292
Whisky japanese smooth,Dewars,Botella,70 cl,17.99,Dia,Bebidas con alcohol,293
Whisky,Seagram's,Botella,70 cl,15.39,Dia,Bebidas con alcohol,294
Whisky,Douregal,Botella,  70 cl,8.99,Dia,Bebidas con alcohol,295
Whisky,Fireball,Botella,70 cl,14.49,Dia,Bebidas con alcohol,296
Mojito,Caribica,Botella,70 cl,4.99,Dia,Bebidas con alcohol,297
Whisky escocés blended,Ballantines,Botella,  70 cl,20.99,Dia,Bebidas con alcohol,298
Whisky americano,Wordens,Botella,70 cl,9.99,Dia,Bebidas con alcohol,299
Whisky Tennessee honey,Jack Daniel's,Botella,70 cl,23.25,Dia,Bebidas con alcohol,300
Ron añejo,Santa Teresa,Botella,70 cl,17.39,Dia,Bebidas con alcohol,301
Whisky,Passport,Botella,70 cl,11.99,Dia,Bebidas con alcohol,302
Whisky,Chivas,Botella,  70 cl,29.99,Dia,Bebidas con alcohol,303
Pera conferencia,Dia,Bandeja,1 Kg,2.19,Dia,Fruta y verduras,304
Pera ercolini,Dia,Bandeja,500 g,1.79,Dia,Fruta y verduras,305
Pera Rincón de Soto D.O.P.,Dia,Granel,800 g,2.23,Dia,Fruta y verduras,306
Preparado de paella y sopa  ultracongelado,Hacendado,Paquete,685 g escurrido,4.1,Mercadona,Congelados,307
Arreglo para paella de marisco,Hacendado,Bandeja,850 g aprox.,8.44,Mercadona,Congelados,308
Gambón congelado,Hacendado,Granel,150 g aprox.,1.49,Mercadona,Congelados,309
Gambón grande congelado,Hacendado,Caja,2 kg,17.9,Mercadona,Congelados,310
Alistado mediano congelado,Hacendado,Granel,150 g aprox.,4.34,Mercadona,Congelados,311
Alistado mediano  congelado,Hacendado,Caja,1 kg aprox.,27.95,Mercadona,Congelados,312
Langostino cocido,Hacendado,Granel,150 g aprox.,1.64,Mercadona,Marisco y pescado,313
Langostino crudo ultracongelado,Hacendado,Granel,150 g aprox.,1.64,Mercadona,Congelados,314
Langostino crudo Pescanova ultracongelado,Hacendado,Caja,1 kg,10.25,Mercadona,Congelados,315
Langostino cocido,Hacendado,Bandeja,600 g,6.6,Mercadona,Marisco y pescado,316
Gamba arrocera  congelada,Hacendado,Granel,150 g aprox.,2.24,Mercadona,Congelados,317
Gamba blanca pequeña  congelada,Hacendado,Caja,1 kg aprox.,13.95,Mercadona,Congelados,318
Gamba blanca cocida,Hacendado,Bandeja,300 g,7.3,Mercadona,Marisco y pescado,319
Gamba pelada cruda tamaño mediano  ultracongelada,Hacendado,Paquete,360 g escurrido,4.95,Mercadona,Congelados,320
Gamba pelada cruda tamaño grande  ultracongelada,Hacendado,Paquete,360 g escurrido,5.95,Mercadona,Congelados,321
Camarón boreal cocido y pelado  ultracongelado,Royal Greenland,Paquete,200 g,4.25,Mercadona,Congelados,322
Langostino cocido y pelado  ultracongelado,Hacendado,Bandeja,220 g escurrido,4.75,Mercadona,Congelados,323
Langostino crudo y pelado  ultracongelado,Hacendado,Bandeja,220 g escurrido,3.95,Mercadona,Congelados,324
Colas de gambón crudo  congelado,Hacendado,Bandeja,250 g,6.55,Mercadona,Congelados,325
Salpicón de marisco,Hacendado,Bandeja,400 g,4.95,Mercadona,Marisco y pescado,326
Carne de mejillón de Chile cocido  ultracongelado,Hacendado,Paquete,275 g escurrido,2.4,Mercadona,Congelados,327
Almeja japonesa,Hacendado,Malla,500 g,11.05,Mercadona,Marisco y pescado,328
Almeja  congelada,Hacendado,Paquete,450 g,1.7,Mercadona,Congelados,329
Berberechos,Hacendado,Malla,500 g,5.95,Mercadona,Marisco y pescado,330
Navajas,Hacendado,Malla,500 g,3.95,Mercadona,Marisco y pescado,331
Cañaílla,Hacendado,Malla,500 g,2.9,Mercadona,Marisco y pescado,332
Mejillón Clóchina,Hacendado,Malla,1 kg,4.95,Mercadona,Marisco y pescado,333
Chirla,Hacendado,Malla,500 g,4.35,Mercadona,Marisco y pescado,334
Coquina,Hacendado,Malla,500 g,11.5,Mercadona,Marisco y pescado,335
Palitos de surimi,Hacendado,Paquete,460 g,1.99,Mercadona,Marisco y pescado,336
Palitos de surimi  ultracongelados,Hacendado,Paquete,32 ud. (600 g),2.35,Mercadona,Congelados,337
Muslitos de surimi  ultracongelados,Hacendado,Paquete,450 g,2.6,Mercadona,Congelados,338
Caracoles precocidos  ultracongelados,Hacendado,Paquete,350 g,2.95,Mercadona,Congelados,339
Delicias del mar de surimi,Hacendado,Bandeja,250 g,1.99,Mercadona,Marisco y pescado,340
Frambuesas,Dia,Bandeja,125 g,1.99,Dia,Fruta y verduras,341
Arándano,Dia,Vaso,170 g,2.19,Dia,Fruta y verduras,342
Arándano,Dia,Bandeja,300 g,2.99,Dia,Fruta y verduras,343
Uva blanca sin semilla,Dia,Bandeja,500 g,2.99,Dia,Fruta y verduras,344
Uva roja sin semilla,Dia,Bandeja,500 g,2.99,Dia,Fruta y verduras,345
Ginebra,Larios,Botella,1 l,12.99,Dia,Bebidas con alcohol,346
Ginebra london dry,Beefeater,Botella,70 cl,13.95,Dia,Bebidas con alcohol,347
Ginebra,Seagram's,Botella,70 cl,16.45,Dia,Bebidas con alcohol,348
Vodka cinco destilaciones,Mikanoff,Botella,1 l,6.7,Dia,Bebidas con alcohol,349
Vodka,Absolut,Botella,70 cl,14.99,Dia,Bebidas con alcohol,350
Ginebra,Barmon's,Botella,70 cl,5.99,Dia,Bebidas con alcohol,351
Ginebra sabor fresa,Barmon's,Botella,70 cl,7.7,Dia,Bebidas con alcohol,352
Vodka con sabor a caramelo,Mikanoff,Botella,70 cl,5.69,Dia,Bebidas con alcohol,353
Ginebra London dry,Tanqueray,Botella,70 cl,17.49,Dia,Bebidas con alcohol,354
Ginebra sabor fresa,Puerto de Indias,Botella,70 cl,16.45,Dia,Bebidas con alcohol,355
Ginebra,Nordes,Botella,70 cl,26.49,Dia,Bebidas con alcohol,356
Bebida sin alcohol,Seagram's,Botella, 1 l,12.39,Dia,Bebidas sin alcohol,357
Ginebra premium,Larios,Botella, 70 cl,16.55,Dia,Bebidas con alcohol,358
Ginebra,Bombay,Botella,70 cl,19.95,Dia,Bebidas con alcohol,359
Ginebra,Gordon's,Botella,70 cl,10.99,Dia,Bebidas con alcohol,360
Ginebra cítrica,Barmon's,Botella,70 cl,8.49,Dia,Bebidas con alcohol,361
Ginebra sabor fresa  Rosé,Larios,Botella,70 cl,16.55,Dia,Bebidas con alcohol,362
Bebida espirituosa sin alcohol,Tanqueray,Botella,  70 cl,15.99,Dia,Bebidas sin alcohol,363
Vodka,Eristoff,Botella,70 cl,11.29,Dia,Bebidas con alcohol,364
Vodka,Smirnoff,Botella,70 cl,11.29,Dia,Bebidas con alcohol,365
Ginebra con sabor a limón mediterráneo,Bombay,Botella,70 cl,21.95,Dia,Bebidas con alcohol,366
Pink vodka,Eristoff,Botella,70 cl,11.99,Dia,Bebidas con alcohol,367
Ginebra,Narisara,Botella,70 cl,8.99,Dia,Bebidas con alcohol,368
Ginebra japonesa,Roku,Botella,70 cl,24.99,Dia,Bebidas con alcohol,369
Ginebra nº ten,Tanqueray,Frasco,0.7 l,33.99,Dia,Bebidas con alcohol,370
Ginebra,Bulldog,Botella,70 cl,23.99,Dia,Bebidas con alcohol,371
Vodka,Finlandia,Botella,70 cl,14.99,Dia,Bebidas con alcohol,372
Vodka,Moskovskaya,Botella,70 cl,10.89,Dia,Bebidas con alcohol,373
Vino blanco,Castillo de Velasco,Brik,1 l,0.95,Dia,Bebidas con alcohol,374
Vino blanco verdejo viura D.O. Rueda,Vega del Báron,Botella,75 cl,2.09,Dia,Bebidas con alcohol,375
Vino blanco,Don Simón,Brik,3 x 18.7 cl,1.5,Dia,Bebidas con alcohol,376
Vino blanco verdejo frizzante,Condominium,Botella,75 cl,2.65,Dia,Bebidas con alcohol,377
Vino blanco,Castillo de Velasco,Botella,75 cl,1.29,Dia,Bebidas con alcohol,378
Vino blanco suave y afrutado,Oceanus,Botella,75 cl,2.19,Dia,Bebidas con alcohol,379
Vino blanco verdejo D.O. Rueda,Vega del Báron,Botella,75 cl,2.1,Dia,Bebidas con alcohol,380
Vino blanco  garrafa,Castillo de Velasco,Frasco,2 l,2.6,Dia,Bebidas con alcohol,381
Vino blanco verdejo D.O. Rueda,Veliterra,Botella,75 cl,3.55,Dia,Bebidas con alcohol,382
Vino blanco,Don Simón,Brik,1 l,1.6,Dia,Bebidas con alcohol,383
Vino chardonnay D.O. Castilla,Señorío de Ayerbe,Botella,75 cl,2.59,Dia,Bebidas con alcohol,384
Vino blanco D.O. Rueda,Blume,Botella,75 cl,5.25,Dia,Bebidas con alcohol,385
Vino blanco frizzante,Condominium,Botella,  75 cl,2.49,Dia,Bebidas con alcohol,386
Vino de cocina D.O. Montilla-Moriles,Castillo de Velasco,Botella,75 cl,2.35,Dia,Bebidas con alcohol,387
Vino blanco verdejo,Viña Albalí,Botella,75 cl,3.39,Dia,Bebidas con alcohol,388
Vino blanco joven D.O. Rueda,Blume,Botella,75 cl,2.99,Dia,Bebidas con alcohol,389
Vino blanco semidulce D.O. Rioja,Señorío de Ondas,Botella,75 cl,2.99,Dia,Bebidas con alcohol,390
Vino fino D.O. Montilla Moriles,Singular,Botella,75 cl,2.85,Dia,Bebidas con alcohol,391
Vino blanco de la tierra,Barbadillo,Botella,75 cl,4.75,Dia,Bebidas con alcohol,392
Vino blanco semidulce D.O. Rioja,Diamante,Botella,75 cl,3.95,Dia,Bebidas con alcohol,393
Vino blanco,Cumbre de Gredos,Brik,1 l,1.69,Dia,Bebidas con alcohol,394
Vino blanco verdejo D.O. Valdepeñas,Molinos,Botella,75 cl,2.35,Dia,Bebidas con alcohol,395
Vino blanco semidulce D.O. Penedés,Bach,Botella,75 cl,4.95,Dia,Bebidas con alcohol,396
Vino fino seco D.O. Jerez,Tío Pepe,Botella,75 cl,7.3,Dia,Bebidas con alcohol,397
Vino blanco semidulce D.O. Rioja,Faustino Rivero,Botella,75 cl,4.49,Dia,Bebidas con alcohol,398
Vino blanco tempranillo D.O. Rioja,Castillo de Haro,Botella,75 cl,3.49,Dia,Bebidas con alcohol,399
Vino blanco semidulce,Libalis,Botella,75 cl,6.8,Dia,Bebidas con alcohol,400
Vino blanco treixadura D.O. Ribeiro,Gran leiriña,Botella,75 cl,11.0,Dia,Bebidas con alcohol,401
Vino blanco D.O. Madrid,Puerta de Alcalá,Botella,75 cl,3.09,Dia,Bebidas con alcohol,402
Vino blanco D.O. Rías Baixas,Serantello,Botella,75 cl,7.45,Dia,Bebidas con alcohol,403
Vino blanco txakoli D.O. getariako txacolina,Ameztoi,Botella,75 cl,8.19,Dia,Bebidas con alcohol,404
Vino blanco,Dulce María,Botella,75 cl,3.89,Dia,Bebidas con alcohol,405
Vino blanco espumoso D.O. Valencia,Sandara,Botella,75 cl,5.99,Dia,Bebidas con alcohol,406
Vino blanco,Habla de ti,Botella,75 cl,11.45,Dia,Bebidas con alcohol,407
Vino blanco D.O. Ribeiro,Mourama,Botella,75 cl,5.49,Dia,Bebidas con alcohol,408
Vino blanco godello D.O. Monterrei,Mourama,Botella,75 cl,6.49,Dia,Bebidas con alcohol,409
Vino blanco albariño D.O. Rías Baixas,Mourama,Botella,75 cl,7.99,Dia,Bebidas con alcohol,410
Vino blanco afrutado,Faustino Rivero,Botella,75 cl,4.25,Dia,Bebidas con alcohol,411
Vino blue frizzante,Condominium,Botella,  75 cl,2.49,Dia,Bebidas con alcohol,412
Vino blanco viura-sauvignon,Pinta en Copas,Botella,75 cl,1.99,Dia,Bebidas con alcohol,413
Vino blanco sauvignon D.O. Rueda,Rioseco,Botella,75 cl,4.49,Dia,Bebidas con alcohol,414
Vino blanco verdejo D.O. Rueda,Rioseco,Botella,75 cl,4.49,Dia,Bebidas con alcohol,415
Vino blanco Pedro Ximénez D.O. Jerez,Topaz,Botella,75 cl,7.65,Dia,Bebidas con alcohol,416
Vino blanco chardonnay D.O. Navarra,Viña Ardanche,Botella,75 cl,2.45,Dia,Bebidas con alcohol,417
Vino blanco D.O. Rioja,Señorío de Ondas,Botella,75 cl,2.59,Dia,Bebidas con alcohol,418
Vino blanco D.O. Valdepeñas,Viña Danza,Botella,75 cl,1.69,Dia,Bebidas con alcohol,419
Vino espumoso blue moscato,Don Luciano,Botella,75 cl,2.79,Dia,Bebidas con alcohol,420
Vino blanco albariño D.O. Rías Baixas,Mar de Frades,Botella,75 cl,18.9,Dia,Bebidas con alcohol,421
Vino blanco verdejo D.O. Castilla,Faustino Rivero,Botella,75 cl,4.25,Dia,Bebidas con alcohol,422
Vino blanco verdejo D.O. Rueda,Beronia,Botella,75 cl,8.39,Dia,Bebidas con alcohol,423
Vino blanco de uva moscatel,Geraldino,Botella,75 cl,3.6,Dia,Bebidas con alcohol,424
Vino manzanilla,Muy fina,Botella,75 cl,4.75,Dia,Bebidas con alcohol,425
Vino blanco D.O. Somontano,Viñas del Vero,Botella,75 cl,6.1,Dia,Bebidas con alcohol,426
Vino blanco verdejo D.O. Rueda,Mayor de Castilla,Botella,75 cl,3.99,Dia,Bebidas con alcohol,427
Vino blanco rioja,El coto,Botella,75 cl,3.95,Dia,Bebidas con alcohol,428
Vino blanco verdejo D.O. Rueda,Cvne,Botella,75 cl,5.95,Dia,Bebidas con alcohol,429
Vino blanco verdejo D.O. Rueda,Protos,Botella,75 cl,7.65,Dia,Bebidas con alcohol,430
Vino blanco semidulce D.O. Penedés,Solell de Flix,Botella,75 cl,3.29,Dia,Bebidas con alcohol,431
Vino blanco,Pescador,Botella,75 cl,4.25,Dia,Bebidas con alcohol,432
Vino blanco verdejo D.O. Rueda,Emina,Botella,75 cl,6.95,Dia,Bebidas con alcohol,433
Vino blanco verdejo D.O. Rueda,Cuatro rayas,Botella,75 cl,5.29,Dia,Bebidas con alcohol,434
Leche semidesnatada,Hacendado,Minipack,6 bricks x 1 L,4.98,Mercadona,Leche y yogures,435
Leche semidesnatada,Hacendado,Brick,1 L,0.83,Mercadona,Leche y yogures,436
Leche semidesnatada,Hacendado,Minipack,6 mini bricks x 200 ml,1.53,Mercadona,Leche y yogures,437
Leche semidesnatada,Hacendado,Minipack,"6 botellas x 1,5 L",8.46,Mercadona,Leche y yogures,438
Leche semidesnatada,Hacendado,Botella,"1,5 L",1.41,Mercadona,Leche y yogures,439
Leche semidesnatada sin lactosa,Hacendado,Minipack,6 bricks x 1 L,5.46,Mercadona,Leche y yogures,440
Leche semidesnatada sin lactosa,Hacendado,Brick,1 L,0.91,Mercadona,Leche y yogures,441
Leche semidesnatada sin lactosa,Hacendado,Minipack,6 mini bricks x 200 ml,1.69,Mercadona,Leche y yogures,442
Leche semidesnatada calcio,Hacendado,Minipack,6 bricks x 1 L,5.76,Mercadona,Leche y yogures,443
Leche semidesnatada calcio,Hacendado,Brick,1 L,0.96,Mercadona,Leche y yogures,444
Leche semidesnatada,Asturiana,Minipack,"6 botellas x 1,5 L",10.5,Mercadona,Leche y yogures,445
Leche semidesnatada,Asturiana,Botella,"1,5 L",1.75,Mercadona,Leche y yogures,446
Leche semidesnatada calcio,Puleva,Minipack,6 bricks x 1 L,8.94,Mercadona,Leche y yogures,447
Leche semidesnatada calcio,Puleva,Brick,1 L,1.49,Mercadona,Leche y yogures,448
Bebida láctea semidesnatada con fibra,Hacendado,Minipack,6 bricks x 1 L,7.5,Mercadona,Leche y yogures,449
Bebida láctea semidesnatada con fibra,Hacendado,Brick,1 L,1.25,Mercadona,Leche y yogures,450
Leche semidesnatada de cabra,Hacendado,Minipack,6 bricks x 1 L,10.8,Mercadona,Leche y yogures,451
Leche semidesnatada de cabra,Hacendado,Brick,1 L,1.8,Mercadona,Leche y yogures,452
Leche semidesnatada fresca,Hacendado,Botella,1 L,1.04,Mercadona,Leche y yogures,453
Leche semidesnatada sin lactosa,Hacendado,Minipack,"6 botellas x 1,5 L",9.18,Mercadona,Leche y yogures,454
Leche semidesnatada sin lactosa,Hacendado,Botella,"1,5 L",1.53,Mercadona,Leche y yogures,455
Leche semidesnatada,Puleva,Minipack,6 bricks x 1 L,6.0,Mercadona,Leche y yogures,456
Leche semidesnatada,Puleva,Minipack,1 L,1.0,Mercadona,Leche y yogures,457
Leche desnatada,Hacendado,Minipack,6 bricks x 1 L,4.8,Mercadona,Leche y yogures,458
Leche desnatada,Hacendado,Brick,1 L,0.8,Mercadona,Leche y yogures,459
Leche desnatada sin lactosa,Hacendado,Minipack,6 bricks x 1 L,5.28,Mercadona,Leche y yogures,460
Leche desnatada sin lactosa,Hacendado,Brick,1 L,0.88,Mercadona,Leche y yogures,461
Leche desnatada calcio,Hacendado,Minipack,6 bricks x 1 L,5.58,Mercadona,Leche y yogures,462
Leche desnatada calcio,Hacendado,Brick,1 L,0.93,Mercadona,Leche y yogures,463
Leche desnatada,Hacendado,Minipack,"6 botellas x 1,5 L",8.28,Mercadona,Leche y yogures,464
Leche desnatada,Hacendado,Botella,"1,5 L",1.38,Mercadona,Leche y yogures,465
Bebida láctea Omega 3  con leche desnatada,Puleva,Minipack,6 bricks x 1 L,9.54,Mercadona,Leche y yogures,466
Bebida láctea Omega 3  con leche desnatada,Puleva,Brick,1 L,1.59,Mercadona,Leche y yogures,467
Leche desnatada calcio,Puleva,Minipack,6 bricks x 1 L,8.94,Mercadona,Leche y yogures,468
Leche desnatada calcio,Puleva,Brick,1 L,1.49,Mercadona,Leche y yogures,469
Bebida láctea desnatada omega 3,Hacendado,Minipack,6 bricks x 1 L,6.6,Mercadona,Leche y yogures,470
Bebida láctea desnatada omega 3,Hacendado,Brick,1 L,1.1,Mercadona,Leche y yogures,471
Bebida láctea Omega 3  con nueces y leche desnatada,Puleva,Minipack,6 bricks x 1 L,9.54,Mercadona,Leche y yogures,472
Bebida láctea Omega 3  con nueces y leche desnatada,Puleva,Brick,1 L,1.59,Mercadona,Leche y yogures,473
Leche en polvo desnatada,Hacendado,Paquete,700 g,5.2,Mercadona,Leche y yogures,474
Leche +Proteínas desnatada,Hacendado,Minipack,6 bricks x 1 L,7.5,Mercadona,Leche y yogures,475
Leche +Proteínas desnatada,Hacendado,Brick,1 L,1.25,Mercadona,Leche y yogures,476
Leche desnatada,Puleva,Minipack,6 bricks x 1 L,6.0,Mercadona,Leche y yogures,477
Leche desnatada,Puleva,Brick,1 L,1.0,Mercadona,Leche y yogures,478
Leche entera,Hacendado,Minipack,6 bricks x 1 L,5.46,Mercadona,Leche y yogures,479
Leche entera,Hacendado,Brick,1 L,0.91,Mercadona,Leche y yogures,480
Leche entera,Hacendado,Minipack,6 mini bricks x 200 ml,1.6,Mercadona,Leche y yogures,481
Leche entera,Asturiana,Minipack,"6 botellas x 1,5 L",10.68,Mercadona,Leche y yogures,482
Leche entera,Asturiana,Botella,"1,5 L",1.78,Mercadona,Leche y yogures,483
Leche entera sin lactosa,Hacendado,Minipack,6 bricks x 1 L,5.94,Mercadona,Leche y yogures,484
Leche entera sin lactosa,Hacendado,Brick,1 L,0.99,Mercadona,Leche y yogures,485
Leche entera,Hacendado,Minipack,"6 botellas x 1,5 L",8.82,Mercadona,Leche y yogures,486
Leche entera,Hacendado,Botella,"1,5 L",1.47,Mercadona,Leche y yogures,487
Leche entera calcio,Hacendado,Minipack,6 bricks x 1 L,6.6,Mercadona,Leche y yogures,488
Leche entera calcio,Hacendado,Brick,1 L,1.1,Mercadona,Leche y yogures,489
Leche entera fresca,Hacendado,Botella,1 L,1.05,Mercadona,Leche y yogures,490
Leche entera,Puleva,Minipack,6 bricks x 1 L,6.0,Mercadona,Leche y yogures,491
Leche entera,Puleva,Minipack,1 L,1.0,Mercadona,Leche y yogures,492
Bebida de avena,Alitey,Minipack,6 bricks x 1 L,5.7,Mercadona,Leche y yogures,493
Bebida de avena,Alitey,Brick,1 L,0.95,Mercadona,Leche y yogures,494
Bebida de avena,Alitey,Minipack,3 mini bricks x 250 ml,1.5,Mercadona,Leche y yogures,495
Bebida de avena sin azúcares añadidos,Hacendado,Minipack,6 bricks x 1 L,7.2,Mercadona,Leche y yogures,496
Bebida de avena sin azúcares añadidos,Hacendado,Brick,1 L,1.2,Mercadona,Leche y yogures,497
Bebida de soja con calcio y vitaminas,Hacendado,Minipack,6 bricks x 1 L,4.2,Mercadona,Leche y yogures,498
Bebida de soja con calcio y vitaminas,Hacendado,Brick,1 L,0.7,Mercadona,Leche y yogures,499
Bebida de soja 0% azúcares,Hacendado,Minipack,6 bricks x 1 L,4.8,Mercadona,Leche y yogures,500
Bebida de soja 0% azúcares,Hacendado,Brick,1 L,0.8,Mercadona,Leche y yogures,501
Bebida de almendras zero,Hacendado,Minipack,6 bricks x 1 L,7.8,Mercadona,Leche y yogures,502
Bebida de almendras zero,Hacendado,Brick,1 L,1.3,Mercadona,Leche y yogures,503
Bebida de arroz sin azúcares añadidos,Hacendado,Minipack,6 bricks x 1 L,6.6,Mercadona,Leche y yogures,504
Bebida de arroz sin azúcares añadidos,Hacendado,Brick,1 L,1.1,Mercadona,Leche y yogures,505
Bebida de soja sabor café sin azúcares añadidos,Hacendado,Minipack,6 bricks x 1 L,7.5,Mercadona,Leche y yogures,506
Bebida de soja sabor café sin azúcares añadidos,Hacendado,Brick,1 L,1.25,Mercadona,Leche y yogures,507
Bebida de almendras,Hacendado,Minipack,6 bricks x 1 L,7.5,Mercadona,Leche y yogures,508
Bebida de almendras,Hacendado,Brick,1 L,1.25,Mercadona,Leche y yogures,509
Leche de coco,Dee Thai,Bote,400 ml,1.4,Mercadona,Leche y yogures,510
Bebida de coco y arroz sin azúcares añadidos,Hacendado,Minipack,6 bricks x 1 L,9.0,Mercadona,Leche y yogures,511
Bebida de coco y arroz sin azúcares añadidos,Hacendado,Brick,1 L,1.5,Mercadona,Leche y yogures,512
Bebida de chufa  sin azúcares añadidos,Hacendado,Brick,1 L,1.5,Mercadona,Leche y yogures,513
Horchata de chufa,Hacendado,Brick,1 L,1.2,Mercadona,Leche y yogures,514
Bebida de avena con café,Hacendado,Vaso,250 ml,0.9,Mercadona,Leche y yogures,515
Bebida de avellana y arroz sin azúcares añadidos,Hacendado,Minipack,6 bricks x 1 L,7.8,Mercadona,Leche y yogures,516
Bebida de avellana y arroz sin azúcares añadidos,Hacendado,Brick,1 L,1.3,Mercadona,Leche y yogures,517
Bebida de soja sabor vainilla  0% azúcar,Hacendado,Minipack,6 bricks x 1 L,6.6,Mercadona,Leche y yogures,518
Bebida de soja sabor vainilla  0% azúcar,Hacendado,Brick,1 L,1.1,Mercadona,Leche y yogures,519
Bebida de avena  0% azúcar,Hacendado,Minipack,6 bricks x 1 L,4.8,Mercadona,Leche y yogures,520
Bebida de avena  0% azúcar,Hacendado,Brick,1 L,0.8,Mercadona,Leche y yogures,521
Bebida de avena con chocolate  sin azucares añadidos,Hacendado,Minipack,6 bricks x 1 L,7.2,Mercadona,Leche y yogures,522
Bebida de avena con chocolate sin azúcares añadidos,Hacendado,Brick,1 L,1.2,Mercadona,Leche y yogures,523
Bebida de avena con chocolate sin azúcares añadidos,Hacendado,Minipack,3 mini bricks x 250 ml,1.55,Mercadona,Leche y yogures,524
Batido de chocolate,Hacendado,Minipack,6 mini bricks x 200 ml,1.4,Mercadona,Leche y yogures,525
Batido de chocolate,Hacendado,Botella,1 L,1.2,Mercadona,Leche y yogures,526
Batido de chocolate 90% leche,Hacendado,Botella,1 L,1.35,Mercadona,Leche y yogures,527
Batido de chocolate 90% leche,Hacendado,Minipack,6 mini bricks x 200 ml,1.65,Mercadona,Leche y yogures,528
Batido de chocolate 90% leche,Puleva,Botella,1 L,2.05,Mercadona,Leche y yogures,529
Batido de chocolate 90% leche,Puleva,Minipack,6 mini bricks x 200 ml,2.75,Mercadona,Leche y yogures,530
Batido de chocolate,ColaCao Energy,Minipack,4 mini botellas x 188 ml,2.65,Mercadona,Leche y yogures,531
Batido sabor vainilla,Hacendado,Botella,1 L,1.2,Mercadona,Leche y yogures,532
